name,age,"      Narrated 'Umar bin Al-Khattab:                          I heard Allah's Apostle saying, ""The reward of deeds depends upon the      intentions and every person will get the reward according to what he      has intended. So whoever emigrated for worldly benefits or for a woman     to marry, his emigration was for what he emigrated for."""
Sarah,30," Narrated Isma`il:                     `Abdullah bin Abu `Aufa said: ""Allah's Apostle performed `Umra and we too performed `Umra along with him. When he entered Mecca he performed the Tawaf (of Ka`ba) and we too performed it along with him, and then he came to the As-Safa and Al-Marwa (i.e. performed the Sai) and we also came to them along with him. We were shielding him from the people of Mecca lest they may hit him with an arrow."" A friend of his asked him (i.e. `Abdullah bin `Aufa), ""Did the Prophet enter the Ka`ba (during that `Umra)?"" He replied in the negative. Then he said, ""What did he (the Prophet ) say about Khadija?"" He (Abdullah bin `Aufa) said, ""(He said) 'Give Khadija the good tidings that she will have a palace made of Qasab in Paradise and there will be neither noise nor any trouble in it."""
Sarah,30," Narrated `Amr bin Dinar:                     We asked Ibn `Umar whether a man who had performed the Tawaf of the Ka`ba but had not performed the Tawaf between As-Safa and Al-Marwa yet, was permitted to have sexual relation with his wife. He replied, ""The Prophet arrived (at Mecca) and circumambulated the Ka`ba seven times and then offered a two rak`at prayer behind Maqam-lbrahim and then performed the going (Tawaf) between As-Safa and Al-Marwa (seven times) (and verily, in Allah's Apostle you have a good example."" And we asked Jabir bin `Abdullah (the same question) and he replied, ""He should not go near her till he has finished the going (Tawaf) between As-Safa and Al-Marwa."""
Sarah,30," Narrated Abu Musa Al-Ash`ari:                     I came to the Prophet at Al-Batha' while his camel was kneeling down and he asked me, ""Have you intended to perform the Hajj?"" I replied in the affirmative. He asked me, 'With what intention have you assumed Ihram?"" I replied, ""I have assumed Ihram with the same intention as that of the Prophet. He said, ""You have done well. Perform the Tawaf of the Ka`ba and (the Sai) between As-Safa and Al- Marwa and then finish the Ihram."" So, I performed the Tawaf around the Ka`ba and the Sai) between As-Safa and Al-Marwa and then went to a woman of the tribe of Qais who cleaned my head from lice. Later I assumed the Ihram for Hajj. I used to give the verdict of doing the same till the caliphate of `Umar who said, ""If you follow the Holy Book then it orders you to remain in the state of Ihram till you finish from Hajj, if you follow the Prophet then he did not finish his Ihram till the Hadi (sacrifice) had reached its place of slaughtering (Hajj-al-Qiran)."
Sarah,30," Narrated Al-Aswad:                     `Abdullah the slave of Asma bint Abu Bakr, told me that he used to hear Asma', whenever she passed by Al-Hajun, saying, ""May Allah bless His Apostle Muhammad. Once we dismounted here with him, and at that time we were traveling with light luggage; we had a few riding animals and a little food ration. I, my sister, `Aisha, Az-Zubair and such and such persons performed `Umra, and when we had passed our hands over the Ka`ba (i.e. performed Tawaf round the Ka`ba and between As-Safa and Al- Marwa) we finished our lhram. Later on we assumed Ihram for Hajj the same evening."""
Sarah,30," Narrated `Abdullah bin `Umar:                     Whenever Allah's Apostle returned from a Ghazwa, Hajj or `Umra, he used to say Takbir thrice at every elevation of the ground and then would say, ""None has the right to be worshipped but Allah; He is One and has no partner. All the kingdoms is for Him, and all the praises are for Him, and He is Omnipotent. We are returning with repentance, worshipping, prostrating, and praising our Lord. He has kept up His promise and made His slave victorious, and He Alone defeated all the clans of (nonbelievers)."
Sarah,30," Narrated Ibn `Abbas:                     When the Prophet arrived at Mecca, some boys of the tribe of Bani `Abdul Muttalib went to receive him, and the Prophet made one of them ride in front of him and the other behind him."
Sarah,30," Narrated Ibn `Umar:                     Whenever Allah's Apostle left for Mecca, he used to pray in the mosque of Ash-Shajra, and when he returned (to Medina), he used to pray in the middle of the valley of Dhul-Hulaifa and used to pass the night there till morning."
Sarah,30, Narrated Anas:                     The Prophet never returned to his family from a journey at night. He used to return either in the morning or in the afternoon.
Sarah,30, Narrated Jabir:                     The Prophet forbade going to one's family at night (on arrival from a journey).
Sarah,30," Narrated Humaid:                     Anas said, ""Whenever Allah's Apostle returned from a journey, he, on seeing the high places of Medina, would make his she-camel proceed faster; and if it were another animal, even then he used to make it proceed faster."" Narrated Humaid that the Prophet used to make it proceed faster out of his love for Medina."
Sarah,30," Narrated Anas:                     As above, but mentioned ""the walls of Medina"" instead of ""the high places of Medina. Al-Harith bin `Umar agrees with Anas."
Sarah,30," Narrated Abu 'Is-haq:                     I heard Al-Bara' saying, ""The above Verse was revealed regarding us, for the Ansar on returning from Hajj never entered their houses through the proper doors but from behind. One of the Ansar came and entered through the door and he was taunted for it. Therefore, the following was revealed: -- ""It is not righteousness That you enter the houses from the back, But the righteous man is He who fears Allah, Obeys His order and keeps away from What He has forbidden So, enter houses through the proper doors."" (2.189)"
Sarah,30," Narrated Abu Huraira:                     The Prophet said, ""Traveling is a kind of torture as it prevents one from eating, drinking and sleeping properly. So, when one's needs are fulfilled, one should return quickly to one's family."""
Sarah,30," Narrated Zaid bin Aslam from his father:                     I was with Ibn `Umar on the way to Mecca, and he got the news that Safiya bint Abu Ubaid was seriously ill. So, he hastened his pace, and when the twilight disappeared, he dismounted and offered the Maghrib and `Isha' prayers together. Then he said, ""I saw that whenever the Prophet had to hasten when traveling, he would delay the Maghrib prayer and join them together (i.e. offer the Maghrib and the `Isha prayers together)."
Sarah,30," Narrated Nafi`:                     When `Abdullah bin `Umar set out for Mecca intending to perform Umra, at the time of afflictions, he said, ""If I should be prevented from reaching the Ka`ba, then I would do the same as Allah's Apostle did, so I assume the lhram for Umra as Allah's Apostle assumed the Ihram for Umra in the year of Hudaibiya."""
Sarah,30," Narrated Nafi`:                     That Ubaidullah bin `Abdullah and Salim bin `Abdullah informed him that they told Ibn `Umar when Ibn Az-Zubair was attacked by the army, saying ""There is no harm for you if you did not perform Hajj this year. We are afraid that you may be prevented from reaching the Ka`ba."" Ibn `Umar said ""We set out with Allah's Apostle and the non-believers of Quraish prevented us from reaching the Ka`ba, and so the Prophet slaughtered his Hadi and got his head shaved."" Ibn `Umar added, ""I make you witnesses that I have made `Umra obligatory for me. And, Allah willing, I will go and then if the way to Ka`ba is clear, I will perform the Tawaf, but if I am prevented from going to the Ka`ba then I will do the same as the Prophet did while I was in his company."" Ibn `Umar then assumed Ihram for Umra from Dhul-Hulaifa and proceeded for a while and said, ""The conditions of `Umra and Hajj are similar and I make you witnesses that I have made `Umra and Hajj obligatory for myself."" So, he did not finish the Ihram till the day of Nahr (slaughtering) came, and he slaughtered his Hadi. He used to say, ""I will not finish the Ihram till I perform the Tawaf, one Tawaf on the day of entering Mecca (i.e. of Safa and Marwa for both `Umra and Hajj)."
Sarah,30, Narrated Nafi`:                     Some of the sons of `Abdullah told him (i.e. `Abdullah) if he had stayed (and not performed Hajj that year).
Sarah,30," Narrated Ibn `Abbas:                     Allah's Apostle was prevented from performing (`Umra) Therefore, he shaved his head and had sexual relations with his wives and slaughtered his Hadi and performed Umra in the following year."
Sarah,30," Narrated Salim:                     (Abdullah) bin `Umar used to say, ""Is not (the following of) the tradition of Allah's Apostle sufficient for you? If anyone of you is prevented from performing Hajj, he should perform the Tawaf of the Ka`ba and between As-Safa and Al-Marwa and then finish the Ihram and everything will become legal for him which was illegal for him (during the state of Ihram) and he can perform Hajj in a following year and he should slaughter a Hadi or fast in case he cannot afford the Hadi."""
Sarah,30, Narrated Al-Miswar:                     Allah's Apostle slaughtered (the Hadi) before he had his head shaved and then he ordered his Companions to do the same.
Sarah,30," Narrated Nafi`:                     That `Abdullah and Salim said to `Abdullah bin `Umar, ""(You should not go for Hajj this year)."" `Abdullah bin `Umar replied, ""We set out with the Prophet (to Mecca for performing `Umra) and e infidels of Quraish prevented us from reaching the Ka`ba. Allah's Apostle slaughtered his Budn (camels for sacrifice) and got his head shaved."""
Sarah,30," Narrated Nafi`:                     When `Abdullah bin `Umar set out for Mecca with the intentions performing `Umra in the period of afflictions, he said, ""If I should be prevented from reaching the Ka`ba, then I would do the same as we did while in the company of Allah's Apostle ."" So, he assumed the Ihram for `Umra since the Prophet had assumed the Ihram for `Umra in the year of Al-Hudaibiya. Then `Abdullah bin `Umar thought about it and said, ""The conditions for both Hajj and `Umra are similar."" He then turned towards his companions and said, ""The conditions of both Hajj and `Umra are similar and I make you witnesses that I have made the performance of Hajj obligatory for myself along with `Umra."" He then performed one Tawaf (between As-Safa and Al-Marwa) for both of them (i.e. Hajj and (`Umra) and considered that to be sufficient for him and offered a Hadi."
Sarah,30," Narrated `Abdur-Rahman bin Abu Layla:                     Ka`b bin 'Ujra said that Allah's Apostle said to him (Ka`b), ""Perhaps your lice have troubled you?"" Ka`b replied, ""Yes! O Allah's Apostle."" Allah's Apostle said, ""Have your head shaved and then either fast three days or feed six poor persons or slaughter one sheep as a sacrifice."""
Sarah,30," Narrated Ka`b bin `Umra:                     Allah's Apostle stood beside me at Al-Hudaibiya and the lice were falling from my head in great number. He asked me, ""Have your lice troubled you?"" I replied in the affirmative. He ordered me to get my head shaved. Ka`b added, ""This Holy Verse:--'And if any of you is ill, or has ailment in his scalp (2.196), etc. was revealed regarding me. ""The Prophet then ordered me either to fast three days, or to feed six poor persons with one Faraq (three Sas) (of dates), or to slaughter a sheep, etc. (sacrifice) whatever was available."
Sarah,30," Narrated `Abdullah bin Ma'qal:                     I sat with Ka`b bin 'Ujra and asked him about the Fidya. He replied, ""This revelation was revealed concerning my case especially, but it is also for you in general. I was carried to Allah's Apostle and the lice were falling in great number on my face. The Prophet said, ""I have never thought that your ailment (or struggle) has reached to such an extent as I see. Can you afford a sheep?"" I replied in the negative. He then said, ""Fast for three days, or feed six poor persons each with half a Sa of food."" (1 Sa = 3 Kilograms approx.)"
Sarah,30," Narrated `Abdur-Rahman bin Abu Layla:                     (Reporting the speech of Ka`b bin Umra) Allah's Apostle saw him (i.e. Ka`b) while the lice were falling on his face. He asked (him), ""Have your lice troubled you?"" He replied in the affirmative. So, he ordered him to get his head shaved while he was at Al-Hudaibiya. At that time they were not permitted to finish their Ihram, and were still hoping to enter Mecca. So, Allah revealed the verses of Al-Fidya. Allah's Apostle ordered him to feed six poor persons with one Faraq of food or to slaughter one sheep (as a sacrifice) or to fast for three days."
Sarah,30, Narrated Ka'b bin 'Ujra (ra):                      Allah's Messenger () saw him (i.e. Ka'b) while the lice were falling on his face.
Sarah,30," Narrated Abu Huraira:                     Allah's Apostle said, ""Whoever performs Hajj to this House (Ka`ba) and does not approach his wife for sexual relations nor commits sins (while performing Hajj), he will come out as sinless as a newlyborn child. (Just delivered by his mother)."
Sarah,30," Narrated Abu Huraira:                     The Prophet said, ""Whoever performs Hajj to this Ka`ba and does not approach his wife for sexual relations nor commit sins (while performing Hajj), he will come out as sinless as a newborn child, (just delivered by his mother)."
Sarah,30," Narrated `Abdullah bin Abu Qatada:                     My father set out (for Mecca) in the year of Al-Hudaibiya, and his companions assumed Ihram, but he did not. At that time the Prophet was informed that an enemy wanted to attack him, so the Prophet proceeded onwards. While my father was among his companions, some of them laughed among themselves. (My father said), ""I looked up and saw an onager. I attacked, stabbed and caught it. I then sought my companions' help but they refused to help me. (Later) we all ate its meat. We were afraid that we might be left behind (separated) from the Prophet so I went in search of the Prophet and made my horse to run at a galloping speed at times and let it go slow at an ordinary speed at other times till I met a man from the tribe of Bani Ghifar at midnight. I asked him, ""Where did you leave the Prophet ?"" He replied, ""I left him at Ta'hun and he had the intention of having the midday rest at As-Suqya. I followed the trace and joined the Prophet and said, 'O Allah's Apostle! Your people (companions) send you their compliments, and (ask for) Allah's Blessings upon you. They are afraid lest they may be left behind; so please wait for them.' I added, 'O Allah's Apostle! I hunted an onager and some of its meat is with me. The Prophet told the people to eat it though all of them were in the state of Ihram."""
Sarah,30," Narrated `Abdullah bin Abu Qatada:                     That his father said ""We proceeded with the Prophet in the year of Al-Hudaibiya and his companions assumed Ihram but I did not. We were informed that some enemies were at Ghaiqa and so we went on towards them. My companions saw an onager and some of them started laughing among themselves. I looked and saw it. I chased it with my horse and stabbed and caught it. I wanted some help from my companions but they refused. (I slaughtered it all alone). We all ate from it (i.e. its meat). Then I followed Allah's Apostle lest we should be left behind. At times I urged my horse to run at a galloping speed and at other times at an ordinary slow speed. On the way I met a man from the tribe of Bani Ghifar at midnight. I asked him where he had left Allah's Apostle . The man replied that he had left the Prophet at a place called Ta'hun and he had the intention of having the midday rest at As-Suqya. So, I followed Allah's Apostle till I reached him and said, ""O Allah's Apostle! I have been sent by my companions who send you their greetings and compliments and ask for Allah's Mercy and Blessings upon you. They were afraid lest the enemy might intervene between you and them; so please wait for them."" So he did. Then I said, ""O Allah's Apostle! We have hunted an onager and have some of it (i.e. its meat) left over."" Allah's Apostle told his companions to eat the meat although all of them were in a state of Ihram."""
Sarah,30," Narrated Abu Qatada:                     We were in the company of the Prophet at a place called Al-Qaha (which is at a distance of three stages of journey from Medina). Abu Qatada narrated through another group of narrators: We were in the company of the Prophet at a place called Al-Qaha and some of us had assumed Ihram while the others had not. I noticed that some of my companions were watching something, so I looked up and saw an onager. (I rode my horse and took the spear and whip) but my whip fell down (and I asked them to pick it up for me) but they said, ""We will not help you by any means as we are in a state of Ihram."" So, I picked up the whip myself and attacked the onager from behind a hillock and slaughtered it and brought it to my companions. Some of them said, ""Eat it."" While some others said, ""Do not eat it."" So, I went to the Prophet who was ahead of us and asked him about it, He replied, ""Eat it as it is Halal (i.e. it is legal to eat it)."
Sarah,30," Narrated `Abdullah bin Abu Qatada:                     That his father had told him that Allah's Apostle set out for Hajj and so did his companions. He sent a batch of his companions by another route and Abu Qatada was one of them. The Prophet said to them, ""Proceed along the seashore till we meet all together."" So, they took the route of the seashore, and when they started all of them assumed Ihram except Abu Qatada. While they were proceeding on, his companions saw a group of onagers. Abu Qatada chased the onagers and attacked and wounded a sheonager. They got down and ate some of its meat and said to each other: ""How do we eat the meat of the game while we are in a state of Ihram?"" So, we (they) carried the rest of the she-onager's meat, and when they met Allah's Apostle they asked, saying, ""O Allah's Apostle! We assumed Ihram with the exception of Abu Qatada and we saw (a group) of onagers. Abu Qatada attacked them and wounded a she-onager from them. Then we got down and ate from its meat. Later, we said, (to each other), 'How do we eat the meat of the game and we are in a state of Ihram?' So, we carried the rest of its meat. The Prophet asked, ""Did anyone of you order Abu Qatada to attack it or point at it?"" They replied in the negative. He said, ""Then eat what is left of its meat."""
Sarah,30," Narrated `Abdullah bin `Abbas:                     From As-Sa'b bin Jath-thama Al-Laithi that the latter presented an onager to Allah's Apostle while he was at Al-Abwa' or at Waddan, and he refused it. On noticing the signs of some unpleasant feeling of disappointment on his (As-Sab's) face, the Prophet said to him, ""I have only returned it because I am Muhrim."""
Sarah,30," Narrated `Abdullah bin `Umar:                     Allah's Apostle said, ""It is not sinful of a Muhrim to kill five kinds of animals."""
Sarah,30," One of the wives of the Prophet narrated:                     The Prophet said, ""A Muhrim can kill (five kinds of animals.)"""
Sarah,30," Narrated Hafsa:                     Allah's Apostle said, ""It is not sinful (of a Muhrim) to kill five kinds of animals, namely: the crow, the kite, the mouse, the scorpion and the rabid dog."""
Sarah,30," Narrated Aisha:                     Allah's Apostle said, ""Five kinds of animals are harmful and could be killed in the Haram (Sanctuary). These are: the crow, the kite, the scorpion, the mouse and the rabid dog."""
Sarah,30," Narrated `Abdullah:                     While we were in the company of the Prophet in a cave at Mina, when Surat-wal-Mursalat were revealed and he recited it and I heard it (directly) from his mouth as soon as he recited its revelation. Suddenly a snake sprang at us and the Prophet said (ordered us): ""Kill it."" We ran to kill it but it escaped quickly. The Prophet said, ""It has escaped your evil and you too have escaped its evil."""
Sarah,30," Narrated `Aisha the wife of the Prophet:                     Allah's Apostle called the salamander a bad animal, but I did not hear him ordering it to be killed."""
Sarah,30," Narrated Sa`id bin Abu Sa`id Al-Maqburi:                     Abu Shuraih, Al-`Adawi said that he had said to `Amr bin Sa`id when he was sending the troops to Mecca (to fight `Abdullah bin Az-Zubair), ""O Chief! Allow me to tell you what Allah's Apostle said on the day following the Conquest of Mecca. My ears heard that and my heart understood it thoroughly and I saw with my own eyes the Prophet when he, after Glorifying and Praising Allah, started saying, 'Allah, not the people, made Mecca a sanctuary, so anybody who has belief in Allah and the Last Day should neither shed blood in it, nor should he cut down its trees. If anybody tells (argues) that fighting in it is permissible on the basis that Allah's Apostle did fight in Mecca, say to him, 'Allah allowed His Apostle and did not allow you.' ""Allah allowed me only for a few hours on that day (of the conquest) and today its sanctity is valid as it was before. So, those who are present should inform those who are absent (concerning this fact."" Abu Shuraih was asked, ""What did `Amr reply?"" He said, (`Amr said) 'O Abu Shuraih! I know better than you in this respect Mecca does not give protection to a sinner, a murderer or a thief."""
Sarah,30," Narrated Ibn `Abbas:                     ""The Prophet said, 'Allah has made Mecca, a sanctuary, so it was a sanctuary before me and will continue to be a sanctuary after me. It was made legal for me (i.e. I was allowed to fight in it) for a few hours of a day. It is not allowed to uproot its shrubs or to cut its trees, or to chase (or disturb) its game, or to pick up its luqata (fallen things) except by a person who would announce that (what he has found) publicly.' Al-`Abbas said, 'O Allah's Apostle! Except Al-Idhkhir (a kind of grass) (for it is used) by our goldsmiths and for our graves.' The Prophet then said, 'Except Al-Idhkhir.' "" `Ikrima said, 'Do you know what ""chasing or disturbing"" the game means? It means driving it out of the shade to occupy its place."""
Sarah,30," Narrated Ibn `Abbas:                     On the day of the conquest of Mecca, the Prophet said, ""There is no more emigration (from Mecca) but Jihad and intentions, and whenever you are called for Jihad, you should go immediately. No doubt, Allah has made this place (Mecca) a sanctuary since the creation of the heavens and the earth and will remain a sanctuary till the Day of Resurrection as Allah has ordained its sanctity. Fighting was not permissible in it for anyone before me, and even for me it was allowed only for a portion of a day. So, it is a sanctuary with Allah's sanctity till the Day of Resurrection. Its thorns should not be uprooted and its game should not be chased; and its luqata (fallen things) should not be picked up except by one who would announce that publicly, and its vegetation (grass etc.) should not be cut."" Al-`Abbas said, ""O Allah's Apostle! Except Al-Idhkhir, (for it is used by their blacksmiths and for their domestic purposes)."" So, the Prophet said, ""Except Al-Idhkhir."""
Sarah,30, Narrated Ibn `Abbas:                     Allah's Apostle was cupped while he was in a state of Ihram.
Sarah,30," Narrated Ibn Buhaina:                     The Prophet, while in the state of Ihram, was cupped at the middle of his head at Liha-Jamal."
Sarah,30," Narrated Ibn `Abbas:                     The Prophet married Maimuna while he was in the state of Ihram, (only the ceremonies of marriage were held)."
Sarah,30," Narrated `Abdullah bin `Umar:                     A person stood up and asked, ""O Allah's: Apostle! What clothes may be worn in the state of Ihram?"" The Prophet replied, ""Do not wear a shirt or trousers, or any headgear (e.g. a turban), or a hooded cloak; but if somebody has no shoes he can wear leather stockings provided they are cut short off the ankles, and also, do not wear anything perfumed with Wars or saffron, and the Muhrima (a woman in the state of Ihram) should not cover her face, or wear gloves."""
Sarah,30," Narrated Ibn `Abbas:                     A man was crushed to death by his she-camel and was brought to Allah's Apostle who said, ""Give him a bath and shroud him, but do not cover his head, and do not bring any perfume near to him, as he will be resurrected reciting Talbiya."""
Sarah,30," Narrated `Abdullah bin Hunain:                     `Abdullah bin Al-Abbas and Al-Miswar bin Makhrama differed at Al-Abwa'; Ibn `Abbas said that a Muhrim could wash his head; while Al-Miswar maintained that he should not do so. `Abdullah bin `Abbas sent me to Abu Aiyub Al-Ansari and I found him bathing between the two wooden posts (of the well) and was screened with a sheet of cloth. I greeted him and he asked who I was. I replied, ""I am `Abdullah bin Hunain and I have been sent to you by Ibn `Abbas to ask you how Allah's Apostle used to wash his head while in the state of lhram."" Abu Aiyub Al-Ansari caught hold of the sheet of cloth and lowered it till his head appeared before me, and then told somebody to pour water on his head. He poured water on his head, and he (Abu Aiyub) rubbed his head with his hands by bringing them from back to front and from front to back and said, ""I saw the Prophet doing like this."""
Sarah,30," Narrated Ibn `Abbas:                     I heard the Prophet delivering a sermon at `Arafat saying, ""If a Muhrim does not find slippers, he could wear Khuffs (socks made from thick fabric or leather, but he has to cut short the Khuffs below the ankles), and if he does not find an Izar (a waist sheet for wrapping the lower half of the body) he could wear trousers."""
Sarah,30," Narrated `Abdullah:                     Allah's Apostle was asked what sort of clothes a Muhrim should wear. He replied, ""He should not wear a shirt, turbans, trousers, a hooded cloak, or a dress perfumed with saffron or Wars; and if slippers are not available he can wear Khuffs (socks made from thick fabric or leather) but he should cut them so that they reach below the ankles."
Sarah,30," Narrated Ibn `Abbas:                     The Prophet delivered a sermon at `Arafat and said, ""Whoever does not get an Izar can wear trousers, and whoever cannot get a pair of shoes can wear Khuffs (socks made from thick fabric or leather)."""
Sarah,30, Narrated Al-Bara:                     The Prophet assumed Ihram for Umra in the month of Dhul-Qa'da but the (pagan) people of Mecca refused to admit him into Mecca till he agreed on the condition that he would not bring into Mecca any arms but sheathed.
Sarah,30," Narrated Ibn `Abbas:                     The Prophet fixed Dhul-Hulaifa as the Miqat (the place for assuming Ihram) for the people of Medina, and Qaran-al-Manazil for the people of Najd, and Yalamlam for the people of Yemen. These Mawaqit are for those people and also for those who come through these Mawaqit (from places other than the above-mentioned) with the intention of (performing) Hajj and Umra. And those living inside these Mawaqit can assume Ihram from the place where they start; even the people of Mecca can assume Ihram from Mecca."
Sarah,30," Narrated Anas bin Malik:                     Allah's Apostle entered Mecca in the year of its Conquest wearing an Arabian helmet on his head and when the Prophet took it off, a person came and said, ""Ibn Khatal is holding the covering of the Ka`ba (taking refuge in the Ka`ba)."" The Prophet said, ""Kill him."""
Sarah,30," Narrated Ya'li:                     While I was with Allah's Apostle there came to him a man wearing a cloak having a trace of yellowish perfume or a similar thing on it. `Umar used to say to me, ""Would you like to see the Prophet at the time when he is inspired divinely?"" So, it happened that he was inspired (then) and when the inspiration was over the Prophet said (to that man), ""Do in your `Umra the same as you do in your Hajj."""
Sarah,30," A man bit the hand of another man but in that process the latter broke one incisor tooth of the former, and the Prophet forgave the latter."
Sarah,30," Narrated Ibn `Abbas:                     While a man was standing with the Prophet at `Arafat, he fell from his Mount and his neck was crushed by it. The Prophet said, ""Wash the deceased with water and Sidr and shroud him in two pieces of cloth, and neither perfume him nor cover his head, for Allah will resurrect him on the Day of Resurrection and he will be reciting Talbiya."""
Sarah,30," Narrated Ibn `Abbas:                     While a man was standing with the Prophet at `Arafat, he fell from his Mount and his neck was crushed by it. The Prophet said, ""Wash the deceased with water and Sidr and shroud him in two pieces of cloth, and neither perfume him nor cover his head, for Allah will resurrect him on the Day of Resurrection and he will be reciting Talbiya."""
Sarah,30," Narrated Ibn `Abbas:                     A man was in the company of the Prophet and his she-camel crushed his neck while he was in a state of Ihram and he died Allah's Apostle said, ""Wash him with water and Sidr and shroud him in his two garments; neither perfume him nor cover his head, for he will be resurrected on the Day of Resurrection, reciting Talbiya."""
Sarah,30," Narrated Ibn `Abbas:                     A woman from the tribe of Juhaina came to the Prophet and said, ""My mother had vowed to perform Hajj but she died before performing it. May I perform Hajj on my mother's behalf?"" The Prophet replied, ""Perform Hajj on her behalf. Had there been a debt on your mother, would you have paid it or not? So, pay Allah's debt as He has more right to be paid."""
Sarah,30," Narrated Ibn `Abbas:                     A woman from the tribe of Khath'am came in the year (of ,Hajjat-al-Wada` of the Prophet ) and said, ""O Allah's Apostle! My father has come under Allah's obligation of performing Hajj but he is a very old man and cannot sit properly on his Mount. Will the obligation be fulfilled if I perform Hajj on his behalf?"" The Prophet replied in the affirmative."
Sarah,30," Narrated `Abdullah bin `Abbas:                     Al-Fadl was riding behind the Prophet and a woman from the tribe of Khath'am came up. Al-Fadl started looking at her and she looked at him. The Prophet turned Al-Fadl's face to the other side. She said, ""My father has come under Allah's obligation of performing Hajj but he is a very old man and cannot sit properly on his Mount. Shall I perform Hajj on his behalf? The Prophet replied in the affirmative. That happened during Hajjat-al-Wada` of the Prophet ."
Sarah,30," Narrated 'Abdullah bin 'Abbas (ra):                      Al Fadl was riding behind the Prophet () and a woman from the tribe of Khath'am came up. Al Fadl started looking at her and she looked at him. The Prophet () turned Al-Fadl's face to the other side. She said, ""My father has come under Allah's obligation of performing Hajj but he is very old man and cannot sit properly on his Rahila (mount). Shall I perform Hajj on his behalf ? The Prophet () replied affirmative. That happened during Hajjat-ul-Wada' of the Prophet ()."
Sarah,30, Narrated Ibn `Abbas:                     The Prophet sent me (to Mina) with the luggage from Jam' (i.e. Al-Muzdalifa) at night.
Sarah,30," Narrated `Abdullah bin `Abbas:                     I came riding on my she-ass and had (just) then attained the age of puberty. Allah's Apostle was praying at Mina. I passed in front of a part of the first row and then dismounted from it, and the animal started grazing. I aligned with the people behind Allah's Apostle (The sub-narrator added that happened in Mina during the Prophet's Hajjat-al-Wada`.)"
Sarah,30," Narrated As-Sa'ib bin Yazid:                     (While in the company of my parents) I was made to perform Hajj with Allah's Apostle and I was a seven-year-old boy then. (Fath-ul-Bari, p.443, Vol.4)"
Sarah,30, Narrated Al-Ju'aid bin `Abdur-Rahman:                     I heard `Umar bin `Abdul `Aziz telling about As-Sa'ib bin Yazid that he had performed Hajj (while carried) with the belongings of the Prophet.
Sarah,30, Narrated Ibrahim's grand-father that 'Umar(ra) in his last Hajj allowed the wives of the Prophet()to perform Hajj and he sent with them 'Uthman bin 'Affan(ra) and 'Abdur-Rahman bin 'Auf(ra) as escorts.
Sarah,30," Narrated Aisha (mother of the faithful believers):                     I said, ""O Allah's Apostle! Shouldn't we participate in Holy battles and Jihad along with you?"" He replied, ""The best and the most superior Jihad (for women) is Hajj which is accepted by Allah."" `Aisha added: Ever since I heard that from Allah's Apostle I have determined not to miss Hajj."
Sarah,30," Narrated Ibn `Abbas:                     The Prophet said, ""A woman should not travel except with a Dhu-Mahram (her husband or a man with whom that woman cannot marry at all according to the Islamic Jurisprudence), and no man may visit her except in the presence of a Dhu-Mahram."" A man got up and said, ""O Allah's Apostle! I intend to go to such and such an army and my wife wants to perform Hajj."" The Prophet said (to him), ""Go along with her (to Hajj)."
Sarah,30," Narrated Ibn `Abbas:                     When the Prophet returned after performing his Hajj, he asked Um Sinan Al-Ansari, ""What did forbid you to perform Hajj?"" She replied, ""Father of so-and-so (i.e. her husband) had two camels and he performed Hajj on one of them, and the second is used for the irrigation of our land."" The Prophet said (to her), ""Perform `Umra in the month of Ramadan, (as it is equivalent to Hajj or Hajj with me (in reward)."
Sarah,30," Narrated Qaza'a the slave of Ziyad:                     Abu Sa`id who participated in twelve Ghazawat with the Prophet said, ""I heard four things from Allah's Apostle (or I narrate them from the Prophet ) which won my admiration and appreciation. They are: -1. ""No lady should travel without her husband or without a Dhu-Mahram for a two-days' journey. -2. No fasting is permissible on two days of `Id-ul-Fitr, and `Id-al-Adha. -3. No prayer (may be offered) after two prayers: after the `Asr prayer till the sun set and after the morning prayer till the sun rises. -4. Not to travel (for visiting) except for three mosques: Masjid-al-Haram (in Mecca), my Mosque (in Medina), and Masjid-al-Aqsa (in Jerusalem)."
Sarah,30," Narrated Anas:                     The Prophet saw an old man walking, supported by his two sons, and asked about him. The people informed him that he had vowed to go on foot (to the Ka`ba). He said, ""Allah is not in need of this old man's torturing himself,"" and ordered him to ride."
Sarah,30," Narrated `Uqba bin 'Amir:                     My sister vowed to go on foot to the Ka`ba, and she asked me to take the verdict of the Prophet about it. So, I did and the Prophet said, ""She should walk and also should ride.""Narrated Abul-Khair from `Uqba as above.:"
Sarah,30," Narrated Anas:                     The Prophet said, ""Medina is a sanctuary from that place to that. Its trees should not be cut and no heresy should be innovated nor any sin should be committed in it, and whoever innovates in it an heresy or commits sins (bad deeds), then he will incur the curse of Allah, the angels, and all the people."" (See Hadith No. 409, Vol 9)."
Sarah,30," Narrated Anas:                     The Prophet came to Medina and ordered a mosque to be built and said, ""O Bani Najjar! Suggest to me the price (of your land)."" They said, ""We do not want its price except from Allah"" (i.e. they wished for a reward from Allah for giving up their land freely). So, the Prophet ordered the graves of the pagans to be dug out and the land to be leveled, and the date-palm trees to be cut down. The cut datepalms were fixed in the direction of the Qibla of the mosque."
